name,path,enabled,plugin_id,family,decision,classification_basis,version_timestamp
godot-gdscript-patterns,/Users/newmindsgroup/.codex/skills/godot-gdscript-patterns/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
golang-pro,/Users/newmindsgroup/.codex/skills/golang-pro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
google-drive:google-docs,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-docs/SKILL.md,True,google-drive@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
google-drive:google-drive,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive/SKILL.md,True,google-drive@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
google-drive:google-drive-comments,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-drive-comments/SKILL.md,True,google-drive@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
google-drive:google-sheets,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-sheets/SKILL.md,True,google-drive@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
google-drive:google-slides,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/google-drive/0.1.16/skills/google-slides/SKILL.md,True,google-drive@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
gpt-taste,/Users/newmindsgroup/.codex/skills/gpt-taste/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
grafana-dashboards,/Users/newmindsgroup/.codex/skills/grafana-dashboards/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
graphify,/Users/newmindsgroup/.claude/skills/graphify/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
graphify,/Users/newmindsgroup/.codex/skills/graphify/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
graphql,/Users/newmindsgroup/.codex/skills/graphql/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
graphql-architect,/Users/newmindsgroup/.codex/skills/graphql-architect/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
growth-embedded,/Users/newmindsgroup/.claude/skills/growth-embedded/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
growth-engine,/Users/newmindsgroup/.codex/skills/growth-engine/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
grpc-golang,/Users/newmindsgroup/.codex/skills/grpc-golang/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
haskell-pro,/Users/newmindsgroup/.codex/skills/haskell-pro/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
headline-psychologist,/Users/newmindsgroup/.codex/skills/headline-psychologist/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
helium-mcp,/Users/newmindsgroup/.codex/skills/helium-mcp/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
helm-chart-scaffolding,/Users/newmindsgroup/.codex/skills/helm-chart-scaffolding/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
hierarchical-agent-memory,/Users/newmindsgroup/.codex/skills/hierarchical-agent-memory/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-content,/Users/newmindsgroup/.codex/skills/hig-components-content/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-controls,/Users/newmindsgroup/.codex/skills/hig-components-controls/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-dialogs,/Users/newmindsgroup/.codex/skills/hig-components-dialogs/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-layout,/Users/newmindsgroup/.codex/skills/hig-components-layout/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-menus,/Users/newmindsgroup/.codex/skills/hig-components-menus/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-search,/Users/newmindsgroup/.codex/skills/hig-components-search/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-status,/Users/newmindsgroup/.codex/skills/hig-components-status/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-components-system,/Users/newmindsgroup/.codex/skills/hig-components-system/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-foundations,/Users/newmindsgroup/.codex/skills/hig-foundations/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-inputs,/Users/newmindsgroup/.codex/skills/hig-inputs/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-patterns,/Users/newmindsgroup/.codex/skills/hig-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-platforms,/Users/newmindsgroup/.codex/skills/hig-platforms/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-project-context,/Users/newmindsgroup/.codex/skills/hig-project-context/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
hig-technologies,/Users/newmindsgroup/.codex/skills/hig-technologies/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
higgsfield-generate,/Users/newmindsgroup/.claude/skills/higgsfield-generate/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
higgsfield-marketplace-cards,/Users/newmindsgroup/.claude/skills/higgsfield-marketplace-cards/SKILL.md,False,,"Marketing, sales and content",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
higgsfield-product-photoshoot,/Users/newmindsgroup/.claude/skills/higgsfield-product-photoshoot/SKILL.md,False,,"Business, finance and strategy",Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
higgsfield-soul-id,/Users/newmindsgroup/.claude/skills/higgsfield-soul-id/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
high-end-visual-design,/Users/newmindsgroup/.codex/skills/high-end-visual-design/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
